category,sleeveType,premium,costPrice,price
calça skinny,unknown,no,16,30
vestido solto curto,regata,no,20,25
short jeans,unknown,no,29,39
saia,unknown,no,17,30
vestido jeans solto medio,Manga longa,no,19,24
vestido jeans solto curto,Manga curta,yes,39,44
macacao longo,Manga curta,no,40,50
calça jeans wide leg,unknown,no,41,50
saia jeans,unknown,no,26,36
vestido jeans colado medio,Manga longa,no,31,35
vestido jeans solto curto,Manga longa,no,32,36
saia jeans,unknown,no,28,39
calça mom,unknown,no,23,33
short,unknown,no,36,38
macaquinho,Uma manga só,no,21,35
calça,unknown,yes,16,35
vestido jeans colado curto,Manga 3/4,no,38,39
blazer,Manga longa,no,27,40
calça skinny,unknown,no,25,35
vestido jeans solto curto,Manga 3/4,yes,21,31
vestido solto medio,Manga curta,no,27,32
short,unknown,no,37,39
vestido colado longo,Manga curta,no,18,33
vestido jeans colado curto,Manga 3/4,yes,18,26
vestido jeans colado medio,Manga longa,no,16,21
saia jeans,unknown,no,30,40
short,unknown,yes,15,34
short,unknown,yes,16,33
saia,unknown,no,24,31
vestido solto curto,Manga 3/4,no,30,35
calça jeans,unknown,no,28,48
vestido jeans solto medio,Manga 3/4,no,36,37
calça jeans skinny,unknown,no,20,45
calça aladin,unknown,no,30,35
macaquinho,Manga curta,no,26,36
saia,unknown,no,21,30
vestido solto longo,Manga 3/4,no,21,36
vestido jeans solto curto,Manga curta,yes,33,40
calça jeans aladin,unknown,no,42,50
vestido jeans colado medio,Uma manga só,no,27,32
vestido solto longo,Manga longa,no,32,46
saia jeans,unknown,yes,39,48
t-shirt,unknown,yes,13,23
vestido jeans solto longo,regata,no,37,48
vestido colado longo,Manga 3/4,yes,35,50
jaqueta,Manga longa,no,39,49
cropped,Manga curta,yes,43,45
short,unknown,no,36,37
saia jeans,unknown,no,33,40
saia,unknown,yes,27,37
calça skinny,unknown,no,31,35
calça jeans wide leg,unknown,no,15,45
short,unknown,no,39,41
vestido colado curto,Uma manga só,no,37,38
vestido colado longo,Manga curta,no,15,30
calça jeans skinny,unknown,yes,29,50
vestido jeans solto curto,Manga longa,yes,35,40
short,unknown,no,21,31
vestido jeans solto curto,Manga curta,yes,16,25
vestido jeans solto medio,regata,yes,28,37
t-shirt,unknown,yes,30,34
vestido solto curto,Manga 3/4,no,36,37
short,unknown,no,36,38
blazer,Manga longa,no,40,50
vestido jeans solto medio,Manga curta,no,16,21
jaqueta,Manga longa,no,24,39
saia jeans,unknown,no,20,30
vestido jeans solto curto,Manga longa,yes,21,30
vestido solto longo,Manga 3/4,no,15,30
cropped,Manga longa,no,16,21
short,unknown,yes,32,40
calça jeans aladin,unknown,yes,36,50
sueter,Manga longa,no,23,36
vestido jeans solto curto,Manga longa,no,20,25
calça mom,unknown,no,34,38
calça aladin,unknown,no,27,35
vestido jeans solto longo,Uma manga só,no,24,39
saia,unknown,yes,35,42
calça jeans skinny,unknown,yes,47,49
calça jeans wide leg,unknown,no,23,45
vestido jeans colado curto,Manga curta,no,35,37
cropped,Manga 3/4,yes,13,25
cropped,Manga longa,no,21,25
vestido jeans colado curto,Uma manga só,no,26,30
vestido jeans solto medio,Uma manga só,no,27,32
vestido solto longo,Manga curta,no,25,40
saia jeans,unknown,no,26,36
vestido colado medio,Manga 3/4,no,37,38
vestido jeans solto medio,Manga longa,no,28,33
vestido jeans colado medio,Manga longa,no,15,20
vestido jeans solto medio,Manga curta,no,16,21
vestido jeans solto medio,Uma manga só,no,23,28
macacao longo,Manga 3/4,no,18,36
cropped,Manga longa,no,13,19
jaqueta,Manga longa,no,29,40
calça jeans mom,unknown,no,49,50
blusa,Uma manga só,no,22,26
vestido colado curto,Manga curta,no,37,38
jaqueta,Manga longa,no,50,50
vestido jeans solto medio,regata,yes,39,45
short jeans,unknown,no,40,44
macacao longo,Uma manga só,no,27,39
blusa,Manga 3/4,no,33,34
vestido solto curto,Manga longa,no,30,35
vestido jeans solto longo,regata,no,24,39
macacao longo,regata,no,24,39
vestido solto curto,Uma manga só,no,39,41
calça,unknown,no,35,38
cardigan,Manga longa,no,29,39
calça jeans mom,unknown,yes,48,48
vestido solto curto,Manga 3/4,no,28,33
calça jeans skinny,unknown,no,21,45
calça mom,unknown,no,19,30
calça aladin,unknown,yes,38,46
blusa,Manga longa,no,10,20
calça jeans wide leg,unknown,no,39,50
short jeans,unknown,no,19,30
jaqueta,Manga longa,no,26,40
vestido jeans solto medio,Manga curta,yes,22,32
cardigan,Manga longa,no,36,41
jaqueta,Manga longa,no,36,46
vestido solto medio,Manga curta,no,35,37
calça jeans aladin,unknown,no,15,45
vestido solto longo,Manga longa,no,31,45
jaqueta,Manga longa,yes,15,38
saia,unknown,no,17,30
sueter,Manga longa,no,34,40
vestido jeans colado curto,regata,no,36,38
saia,unknown,no,25,32
blusa,Uma manga só,no,20,25
vestido jeans solto longo,Uma manga só,no,32,46
calça aladin,unknown,yes,29,39
vestido solto curto,Manga 3/4,no,31,35
short jeans,unknown,no,19,30
vestido colado medio,regata,no,20,25
saia jeans,unknown,no,36,41
vestido jeans solto curto,Manga curta,no,20,26
saia jeans,unknown,no,22,32
vestido jeans solto curto,regata,no,37,38
vestido jeans solto longo,regata,no,15,30
jaqueta,Manga longa,no,39,49
vestido jeans solto curto,Uma manga só,no,21,26
blazer,Manga longa,no,34,44
saia,unknown,no,21,31
blusa,Uma manga só,no,13,20
vestido colado longo,Uma manga só,yes,19,39
vestido jeans solto medio,Uma manga só,yes,32,41
blazer,Manga longa,no,40,50
saia jeans,unknown,yes,26,39
saia,unknown,yes,17,36
calça,unknown,yes,20,34
vestido jeans solto curto,Uma manga só,no,27,32
vestido jeans colado curto,Manga 3/4,no,18,23
vestido jeans colado curto,Uma manga só,no,35,37
t-shirt,unknown,no,19,24
vestido colado medio,Manga 3/4,no,31,36
saia jeans,unknown,no,31,40
vestido jeans colado medio,Manga longa,no,25,30
short,unknown,no,23,31
vestido jeans solto medio,regata,no,28,33
saia,unknown,no,26,32
calça mom,unknown,no,35,38
saia jeans,unknown,no,19,30
vestido jeans solto longo,Manga longa,no,37,48
vestido jeans solto medio,Uma manga só,no,40,41
calça aladin,unknown,yes,17,34
vestido jeans solto medio,Manga curta,yes,31,38
macacao longo,Manga 3/4,no,30,40
calça jeans aladin,unknown,no,39,50
vestido jeans colado curto,Manga curta,no,28,33
vestido jeans solto medio,Manga curta,no,30,35
vestido jeans colado curto,Manga curta,no,39,40
calça jeans,unknown,yes,32,50
vestido jeans solto medio,regata,no,23,28
vestido colado medio,Uma manga só,no,27,32
calça aladin,unknown,no,30,35
macaquinho,Manga 3/4,no,28,38
calça jeans,unknown,no,19,45
sueter,Manga longa,no,38,42
cropped,Uma manga só,no,33,34
vestido solto longo,Manga 3/4,no,17,32
sueter,Manga longa,yes,23,40
vestido colado longo,Manga 3/4,yes,25,43
cardigan,Manga longa,no,17,32
vestido jeans solto longo,Uma manga só,yes,15,36
saia,unknown,no,17,30
short,unknown,no,31,34
vestido jeans colado curto,Manga 3/4,yes,32,39
t-shirt,unknown,yes,24,31
vestido colado longo,Uma manga só,no,19,34
short jeans,unknown,yes,43,44
vestido jeans colado curto,Uma manga só,no,17,22
vestido colado curto,Manga longa,yes,17,26
vestido jeans colado curto,Uma manga só,no,16,20
calça mom,unknown,yes,34,41
vestido jeans solto medio,Uma manga só,no,29,34
calça mom,unknown,yes,39,45
blusa,Manga longa,no,15,20
short,unknown,no,25,32
vestido jeans solto curto,Uma manga só,no,34,37
calça,unknown,yes,33,40
vestido jeans solto curto,Uma manga só,no,33,36
blazer,Manga longa,no,24,39
vestido jeans colado curto,Manga curta,yes,22,31
t-shirt,unknown,no,32,32
short jeans,unknown,no,27,37
macacao longo,Manga curta,no,39,48
blazer,Manga longa,no,24,39
jaqueta,Manga longa,yes,21,39
blusa,Manga curta,no,28,30
vestido jeans colado medio,Manga longa,no,33,36
t-shirt,unknown,no,28,29
jaqueta,Manga longa,no,35,45
blusa,Manga 3/4,no,12,20
saia,unknown,no,17,30
vestido jeans solto medio,regata,no,39,40
vestido jeans colado curto,Manga curta,no,19,24
short jeans,unknown,no,48,48
t-shirt,unknown,no,34,35
vestido jeans colado medio,Manga curta,no,26,31
vestido jeans colado medio,Manga curta,yes,40,46
cardigan,Manga longa,no,25,35
vestido jeans colado curto,Uma manga só,no,32,36
saia,unknown,no,32,33
blazer,Manga longa,no,17,35
saia jeans,unknown,no,21,31
calça jeans,unknown,yes,15,50
cropped,Manga curta,yes,16,26
sueter,Manga longa,yes,33,44
blusa,Manga 3/4,no,25,27
vestido solto curto,regata,yes,36,40
calça wide leg,unknown,no,33,37
calça mom,unknown,no,16,30
blusa,Uma manga só,no,49,50
jaqueta,Manga longa,yes,33,47
vestido jeans solto curto,regata,no,26,31
calça jeans aladin,unknown,no,28,48
vestido jeans solto medio,Manga longa,no,34,36
vestido jeans colado medio,Manga 3/4,no,33,36
calça skinny,unknown,no,28,34
calça jeans skinny,unknown,no,26,46
saia jeans,unknown,no,30,40
vestido jeans solto curto,Manga curta,yes,31,39
vestido jeans colado curto,Manga curta,no,23,27
vestido solto curto,Manga longa,no,18,23
saia jeans,unknown,no,21,31
vestido colado longo,Manga longa,yes,22,41
calça jeans,unknown,yes,29,50
saia,unknown,no,24,32
cropped,Manga longa,no,21,25
vestido jeans solto curto,Uma manga só,no,18,23
sueter,Manga longa,no,28,39
saia jeans,unknown,no,36,41
vestido solto longo,regata,no,38,49
saia jeans,unknown,yes,41,42
macacao longo,Manga 3/4,no,15,35
vestido jeans colado curto,regata,no,18,23
vestido jeans solto longo,Manga longa,no,32,45
vestido colado curto,Manga longa,no,17,22
vestido colado longo,Manga longa,no,27,42
vestido jeans colado medio,Manga curta,no,40,41
calça,unknown,no,19,30
calça aladin,unknown,no,37,40
calça aladin,unknown,no,34,37
cardigan,Manga longa,no,34,40
blusa,Manga curta,no,23,26
cropped,Manga 3/4,no,18,23
calça jeans mom,unknown,no,20,45
calça jeans mom,unknown,yes,32,50
short jeans,unknown,no,16,30
vestido jeans colado medio,Manga curta,no,31,36
vestido colado curto,Manga curta,no,32,36
calça jeans,unknown,no,22,45
vestido solto medio,Uma manga só,no,24,29
saia jeans,unknown,no,40,45
vestido jeans colado curto,Manga 3/4,yes,26,36
vestido colado longo,Uma manga só,no,24,40
blazer,Manga longa,no,39,49
macaquinho,Manga longa,no,24,35
vestido jeans solto longo,Manga 3/4,yes,25,43
saia,unknown,yes,34,40
calça wide leg,unknown,no,23,33
vestido jeans colado curto,Manga 3/4,no,33,37
leggings,unknown,no,25,35
vestido colado medio,regata,no,23,29
blazer,Manga longa,no,16,35
cropped,Manga longa,no,47,48
macaquinho,regata,yes,15,34
calça wide leg,unknown,no,39,41
vestido solto longo,Manga curta,no,35,47
short jeans,unknown,no,39,43
blazer,Manga longa,yes,31,46
vestido colado curto,Uma manga só,no,38,39
vestido jeans colado medio,Manga curta,no,28,33
sueter,Manga longa,no,34,40
calça skinny,unknown,yes,28,39
vestido jeans colado curto,Manga longa,no,21,26
saia,unknown,no,22,31
vestido jeans solto longo,regata,no,28,43
cropped,regata,no,26,28
vestido jeans colado medio,Uma manga só,no,39,41
calça jeans skinny,unknown,yes,42,50
calça,unknown,yes,48,49
calça,unknown,no,38,40
vestido jeans solto curto,regata,no,18,23
saia jeans,unknown,no,26,35
calça jeans aladin,unknown,yes,21,50
vestido jeans colado medio,Manga longa,yes,22,30
cardigan,Manga longa,no,28,38
blazer,Manga longa,no,35,45
jaqueta,Manga longa,no,20,35
calça jeans mom,unknown,no,23,45
vestido colado curto,Manga longa,no,36,38
cardigan,Manga longa,no,25,35
blusa,Manga longa,no,15,20
saia jeans,unknown,no,18,30
vestido jeans solto longo,Uma manga só,no,34,47
blazer,Manga longa,no,40,50
calça aladin,unknown,yes,21,35
vestido jeans solto curto,Uma manga só,no,19,24
calça jeans aladin,unknown,no,16,45
t-shirt,unknown,no,11,20
calça skinny,unknown,no,36,39
macacao longo,Uma manga só,no,26,40
calça,unknown,no,40,42
vestido jeans solto curto,Uma manga só,no,17,22
blazer,Manga longa,no,28,40
vestido jeans colado medio,Manga 3/4,no,39,41
calça jeans mom,unknown,yes,29,50
blusa,Manga longa,no,25,28
macaquinho,Manga longa,no,28,38
vestido jeans solto longo,regata,yes,32,49
vestido jeans colado curto,Uma manga só,no,26,31
cropped,Uma manga só,no,10,20
macaquinho,Uma manga só,no,31,40
short,unknown,no,37,39
cropped,Manga 3/4,no,10,20
sueter,Manga longa,no,25,35
vestido colado longo,regata,yes,44,45
saia jeans,unknown,yes,26,40
cropped,Manga curta,no,20,25
saia,unknown,no,35,37
vestido jeans solto curto,Manga 3/4,yes,18,26
calça jeans wide leg,unknown,no,33,51
sueter,Manga longa,no,40,41
cropped,regata,no,30,31
saia,unknown,no,17,30
blusa,Manga curta,no,17,21
macacao longo,Uma manga só,no,27,40
macaquinho,Manga 3/4,no,16,31
t-shirt,unknown,no,12,20
vestido jeans colado curto,Manga curta,no,33,36
vestido jeans colado curto,Manga longa,yes,21,30
vestido solto longo,Manga 3/4,no,22,37
vestido jeans solto medio,Uma manga só,no,38,40
calça aladin,unknown,no,23,33
vestido jeans colado medio,Manga curta,yes,38,43
vestido colado longo,Manga curta,no,31,46
vestido jeans colado medio,Manga 3/4,no,39,40
calça jeans skinny,unknown,no,27,47
blusa,Manga 3/4,no,14,20
jaqueta,Manga longa,no,24,39
vestido jeans colado curto,Manga curta,no,27,32
calça,unknown,no,28,35
vestido solto medio,Manga longa,no,21,27
calça aladin,unknown,no,19,30
vestido colado longo,Uma manga só,no,31,46
vestido solto longo,Manga 3/4,no,31,45
saia,unknown,no,20,30
vestido colado curto,Manga curta,no,40,42
jaqueta,Manga longa,no,28,40
vestido jeans colado curto,regata,no,23,28
vestido jeans solto medio,Manga curta,no,35,37
vestido jeans solto longo,Manga 3/4,yes,29,47
calça,unknown,no,34,37
macaquinho,Uma manga só,no,17,32
short jeans,unknown,no,34,40
short jeans,unknown,no,47,48
short jeans,unknown,no,34,40
blazer,Manga longa,no,36,47
sueter,Manga longa,no,31,40
blazer,Manga longa,no,40,51
calça jeans aladin,unknown,yes,30,50
cardigan,Manga longa,no,15,30
calça jeans skinny,unknown,yes,50,50
saia jeans,unknown,no,31,39
macacao longo,regata,no,34,44
cardigan,Manga longa,no,21,35
saia,unknown,no,27,32
calça skinny,unknown,yes,30,38
saia,unknown,no,26,32
saia jeans,unknown,no,28,38
vestido jeans solto medio,Manga 3/4,yes,15,25
cardigan,Manga longa,no,32,40
short jeans,unknown,yes,31,44
vestido solto medio,regata,no,17,22
macaquinho,Manga 3/4,no,35,40
saia jeans,unknown,no,24,34
blazer,Manga longa,yes,23,42
vestido solto curto,Manga 3/4,no,32,36
vestido colado longo,Manga curta,no,15,30
vestido solto curto,Uma manga só,no,28,33
vestido solto longo,Uma manga só,no,24,39
saia,unknown,yes,38,44
vestido jeans colado curto,Manga longa,no,33,36
calça mom,unknown,no,29,35
vestido jeans solto longo,regata,yes,26,45
cardigan,Manga longa,no,36,41
sueter,Manga longa,no,17,32
saia,unknown,yes,18,34
sueter,Manga longa,yes,15,33
calça,unknown,no,43,43
saia,unknown,no,26,32
blusa,Manga curta,no,31,32
macacao longo,Manga curta,no,41,41
saia,unknown,no,19,29
calça jeans wide leg,unknown,no,39,50
cropped,Manga 3/4,no,14,20
vestido solto longo,Uma manga só,yes,35,50
cropped,Manga 3/4,no,35,37
vestido colado curto,Manga 3/4,no,36,38
t-shirt,unknown,no,15,20
vestido jeans colado medio,Manga 3/4,no,34,36
t-shirt,unknown,no,18,23
vestido jeans solto curto,Manga 3/4,no,40,41
vestido solto longo,Manga curta,no,30,45
macacao longo,Manga longa,no,29,41
vestido jeans solto curto,Manga 3/4,no,18,23
blusa,Manga 3/4,yes,16,26
sueter,Manga longa,no,28,38
vestido solto longo,Uma manga só,no,27,42
cardigan,Manga longa,no,28,38
macacao longo,Manga 3/4,no,26,40
saia,unknown,no,33,35
cropped,Manga curta,no,33,34
vestido jeans solto curto,regata,no,28,32
sueter,Manga longa,no,17,32
macacao longo,Manga curta,no,15,35
macaquinho,Manga longa,no,26,35
jaqueta,Manga longa,no,29,40
vestido colado medio,Manga 3/4,yes,39,45
vestido solto longo,Manga longa,no,27,42
vestido jeans solto longo,Uma manga só,no,39,49
vestido jeans solto longo,Manga curta,no,41,43
vestido colado longo,Uma manga só,no,16,31
vestido jeans colado curto,Manga curta,yes,37,42
short jeans,unknown,yes,16,33
saia,unknown,yes,23,36
saia jeans,unknown,yes,38,47
vestido solto longo,Manga longa,no,24,39
vestido jeans solto longo,Manga 3/4,yes,34,50
vestido solto curto,Uma manga só,no,35,38
t-shirt,unknown,no,13,20
saia,unknown,no,25,31
calça wide leg,unknown,yes,31,40
short,unknown,no,27,32
vestido jeans colado curto,Manga 3/4,no,29,34
calça jeans wide leg,unknown,yes,17,48
cardigan,Manga longa,yes,19,38
blusa,Manga 3/4,no,23,26
calça jeans skinny,unknown,no,16,45
cropped,Uma manga só,yes,12,24
calça,unknown,yes,40,47
vestido jeans solto longo,Manga longa,no,34,47
t-shirt,unknown,no,35,36
vestido jeans solto medio,Manga longa,no,33,37
vestido solto longo,Manga longa,no,38,49
sueter,Manga longa,no,30,39
calça jeans aladin,unknown,no,26,46
short jeans,unknown,yes,18,35
saia,unknown,no,33,35
saia,unknown,yes,34,41
vestido solto longo,Manga longa,yes,18,36
short jeans,unknown,no,28,38
leggings,unknown,yes,36,44
short jeans,unknown,yes,25,38
vestido jeans colado medio,Manga curta,yes,18,26
vestido solto longo,Manga 3/4,no,28,44
calça mom,unknown,no,28,35
calça jeans,unknown,yes,35,50
vestido jeans solto curto,Manga curta,no,43,44
macaquinho,Manga curta,yes,32,45
macacao longo,Uma manga só,yes,31,45
short jeans,unknown,no,24,35
calça jeans wide leg,unknown,no,23,45
cropped,Manga curta,no,31,32
short jeans,unknown,no,37,42
short jeans,unknown,no,33,41
vestido solto longo,Manga 3/4,yes,32,50
cropped,Manga 3/4,yes,13,24
saia jeans,unknown,no,28,38
calça jeans skinny,unknown,yes,30,50
cropped,Manga longa,no,14,20
vestido jeans solto longo,Manga longa,yes,19,38
saia jeans,unknown,no,16,30
calça,unknown,no,32,36
calça jeans mom,unknown,no,23,45
calça jeans aladin,unknown,no,32,50
calça,unknown,yes,22,34
calça jeans wide leg,unknown,no,19,45
vestido colado medio,Uma manga só,yes,40,46
vestido solto medio,regata,no,29,34
t-shirt,unknown,yes,19,29
sueter,Manga longa,no,32,40
saia,unknown,no,33,35
blazer,Manga longa,no,18,35
sueter,Manga longa,no,36,41
calça jeans aladin,unknown,no,21,45
cardigan,Manga longa,no,32,40
vestido jeans solto longo,Manga curta,yes,22,40
vestido jeans colado medio,Uma manga só,no,20,25
macacao longo,Manga longa,no,37,47
vestido jeans solto curto,Uma manga só,no,21,26
vestido solto curto,Uma manga só,no,40,40
cropped,regata,no,35,36
vestido jeans solto longo,Manga longa,yes,32,50
sueter,Manga longa,no,36,41
vestido solto longo,Manga 3/4,no,24,39
sueter,Manga longa,no,28,38
leggings,unknown,no,32,36
vestido jeans solto curto,Manga curta,yes,31,39
sueter,Manga longa,no,24,35
calça,unknown,no,50,50
calça mom,unknown,no,25,35
calça jeans,unknown,yes,32,50
calça mom,unknown,yes,38,43
calça jeans wide leg,unknown,yes,33,50
jaqueta,Manga longa,no,23,38
short,unknown,no,28,31
vestido jeans colado medio,Manga 3/4,no,28,33
calça jeans aladin,unknown,no,39,50
calça jeans skinny,unknown,no,23,45
calça jeans,unknown,no,19,45
macacao longo,regata,no,38,48
saia,unknown,no,34,36
vestido jeans colado medio,Manga longa,no,29,34
calça jeans,unknown,yes,23,48
vestido solto medio,regata,no,32,36
short jeans,unknown,no,30,40
calça jeans mom,unknown,no,22,45
saia,unknown,no,15,30
vestido jeans solto curto,Uma manga só,no,24,29
saia,unknown,no,20,29
